File,model,model_raw_answer,parsed_letter,correct_letter,literal_letter,status,humor_style,contextual_knowledge
1fo91u1,qwen/qwen3-vl-30b-a3b-thinking,B,B,D,B,literal,Situational,Logical
1fst6nb,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,C,correct,Comparison,politics
1fu3pp1,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,B,correct,Incongruity,Technical
1fuxrbx,qwen/qwen3-vl-30b-a3b-thinking,A,A,A,C,correct,Wordplay,Hobby
1fwbzz9,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,C,literal,Situational,politics
1fxqzyt,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,D,correct,Wordplay,Social conventions
1g02nzf,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,B,correct,Situational,History/Mythology
1g7yhzc,qwen/qwen3-vl-30b-a3b-thinking,A,A,A,C,correct,Exaggeration,Social conventions
1g4657e,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,C,other_distractor,Incongruity,History/Mythology
1gazv8u,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,D,other_distractor,Dark Humor,politics
1gidb47,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,D,other_distractor,Situational,Technical
1gop1dk,qwen/qwen3-vl-30b-a3b-thinking,B,B,D,B,literal,Exaggeration,Social conventions
1gqh1c5,qwen/qwen3-vl-30b-a3b-thinking,B,B,D,C,other_distractor,Situational,Social conventions
1gs87cm,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,D,other_distractor,Situational,Pop culture
1guacve,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,B,other_distractor,Exaggeration,Social conventions
1gx0pu0,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Comparison,Hobby
1gz2i0o,qwen/qwen3-vl-30b-a3b-thinking,A,A,C,D,other_distractor,Exaggeration,History/Mythology
1gzkbbi,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,C,correct,Comparison,politics
1h5a44z,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,D,literal,Comparison,Pop culture
1h7di4x,qwen/qwen3-vl-30b-a3b-thinking,A,A,C,D,other_distractor,Wordplay,Logical
1h8d39n,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,D,literal,Comparison,Hobby
1h52vkf,qwen/qwen3-vl-30b-a3b-thinking,B,B,A,D,other_distractor,Comparison,General knowledge
1hfggtz,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,A,other_distractor,Comparison,Technical
1hmbnol,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,B,correct,Comparison,Technical
1hqtnop,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,C,other_distractor,Wordplay,politics
1huqauz,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,A,correct,Incongruity,Hobby
1iad0kh,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,D,other_distractor,Exaggeration,Technical
1ibz4bh,qwen/qwen3-vl-30b-a3b-thinking,A,A,D,A,literal,Incongruity,Technical
1ig7lnf,qwen/qwen3-vl-30b-a3b-thinking,B,B,D,C,other_distractor,Incongruity,meme
1inxmb2,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,C,other_distractor,Comparison,meme
1iri57s,qwen/qwen3-vl-30b-a3b-thinking,D,D,C,A,other_distractor,Surprise,Social conventions
1iv0i8s,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,D,literal,Situational,Logical
1h626bt,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,A,correct,Wordplay,Hobby
1hcpvbz,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,B,other_distractor,Situational,Pop culture
1izj4eu,qwen/qwen3-vl-30b-a3b-thinking,C,C,D,A,other_distractor,Incongruity,politics
1j983b2,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,D,literal,Comparison,Social conventions
1jaysny,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Incongruity,Hobby
1jh5toe,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Exaggeration,Social conventions
1jjiqlq,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,C,literal,Sarcasm/Irony,Social conventions
1k25b9s,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,D,literal,Comparison,History/Mythology
1kgak2u,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,D,other_distractor,Comparison,Technical
1mbnnpw,qwen/qwen3-vl-30b-a3b-thinking,C,C,B,D,other_distractor,Surprise,General knowledge
17pg0fe,qwen/qwen3-vl-30b-a3b-thinking,B,B,D,B,literal,Exaggeration,Pop culture
1l8vajl,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,B,literal,Comparison,Hobby
1c38j1b,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Comparison,Logical
1bdho8z,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,C,other_distractor,Exaggeration,Social conventions
1naurrn,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,B,correct,Comparison,Technical
1mfr9vy,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,C,other_distractor,Situational,Social conventions
1m241pn,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,D,correct,Dark Humor,Social conventions
1m9u48i,qwen/qwen3-vl-30b-a3b-thinking,C,C,D,B,other_distractor,Incongruity,Hobby
1m7b5bx,qwen/qwen3-vl-30b-a3b-thinking,C,C,B,A,other_distractor,Surprise,politics
1lttuji,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Incongruity,Pop culture
1ljrgbw,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Surprise,Social conventions
1k6ds0q,qwen/qwen3-vl-30b-a3b-thinking,D,D,C,B,other_distractor,Sarcasm/Irony,Social conventions
1bk0w4q,qwen/qwen3-vl-30b-a3b-thinking,A,A,C,A,literal,Surprise,politics
1heeibu,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,D,other_distractor,Incongruity,meme
1fvpb5q,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,B,correct,Dark Humor,politics
184f4hh,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,B,correct,Comparison,Hobby
1mzfdhh,qwen/qwen3-vl-30b-a3b-thinking,D,D,C,A,other_distractor,Situational,Hobby
1l1hxof,qwen/qwen3-vl-30b-a3b-thinking,C,C,D,C,literal,Incongruity,Social conventions
1kjg3vh,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,C,correct,Dark Humor,Logical
1k4lzxj,qwen/qwen3-vl-30b-a3b-thinking,D,D,C,B,other_distractor,Sarcasm/Irony,politics
1j0w1z3,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,A,literal,Comparison,meme
1irxw6j,qwen/qwen3-vl-30b-a3b-thinking,B,B,D,B,literal,Dark Humor,History/Mythology
1ird7yb,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,A,correct,Exaggeration,Hobby
169oqq5,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,B,correct,Wordplay,General knowledge
1co29mb,qwen/qwen3-vl-30b-a3b-thinking,B,B,D,C,other_distractor,Wordplay,Pop culture
19eokbq,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,A,correct,Situational,General knowledge
1c3z5ld,qwen/qwen3-vl-30b-a3b-thinking,D,D,C,D,literal,Situational,Hobby
1dxonad,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,C,correct,Wordplay,General knowledge
1cbcpxn,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,C,correct,Situational,Hobby
194s3gh,qwen/qwen3-vl-30b-a3b-thinking,A,A,A,C,correct,Exaggeration,meme
1ipozgr,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,B,correct,Situational,General knowledge
1n7s8ht,qwen/qwen3-vl-30b-a3b-thinking,B,B,D,A,other_distractor,Exaggeration,History/Mythology
1bvyaep,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,C,literal,Surprise,History/Mythology
1587f2g,qwen/qwen3-vl-30b-a3b-thinking,A,A,A,D,correct,Exaggeration,Technical
177cl97,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Situational,Technical
1jhyaz4,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,B,literal,Exaggeration,General knowledge
1fssuxj,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,C,literal,Wordplay,Logical
1fwc8sk,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,A,correct,Situational,Pop culture
195f4ld,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,C,other_distractor,Surprise,meme
1key5qt,qwen/qwen3-vl-30b-a3b-thinking,C,C,B,C,literal,Incongruity,Pop culture
1jzigfy,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,C,correct,Sarcasm/Irony,General knowledge
192wp5d,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,D,correct,Incongruity,Social conventions
1hql3cv,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Wordplay,General knowledge
1mluk7a,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,B,other_distractor,Dark Humor,History/Mythology
1mpg380,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,A,correct,Situational,Hobby
1eexgq9,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,D,correct,Dark Humor,History/Mythology
1cs870m,qwen/qwen3-vl-30b-a3b-thinking,C,C,B,A,other_distractor,Wordplay,General knowledge
1g1cv45,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,UNKNOWN,wrong_literal_unknown,Comparison,meme
1g2ofgo,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,D,literal,Situational,History/Mythology
1jzu8un,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,B,correct,Surprise,Technical
1gvvhs3,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,B,other_distractor,Wordplay,Social conventions
1l22d3q,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,B,correct,Sarcasm/Irony,Pop culture
1j289je,qwen/qwen3-vl-30b-a3b-thinking,C,C,D,C,literal,Incongruity,General knowledge
1ga3uxo,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,D,literal,Surprise,Technical
1l99mtp,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,D,other_distractor,Situational,Technical
1hjwowy,qwen/qwen3-vl-30b-a3b-thinking,C,C,D,C,literal,Exaggeration,Social conventions
1ii3g3t,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Dark Humor,History/Mythology
1h7ih54,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,A,literal,Comparison,Pop culture
1eglfe7,qwen/qwen3-vl-30b-a3b-thinking,B,B,A,B,literal,Surprise,Technical
1jdq5gi,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,UNKNOWN,correct,Wordplay,Social conventions
1jykoxc,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,D,literal,Wordplay,General knowledge
1il72ww,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,C,correct,Sarcasm/Irony,Social conventions
1g3admg,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,A,literal,Situational,meme
1kpj6mq,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,B,other_distractor,Comparison,Pop culture
1gp140e,qwen/qwen3-vl-30b-a3b-thinking,A,A,D,A,literal,Surprise,meme
1it3ezt,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,D,other_distractor,Wordplay,Technical
1ceuuuh,qwen/qwen3-vl-30b-a3b-thinking,A,A,A,C,correct,Sarcasm/Irony,politics
1bk5jkq,qwen/qwen3-vl-30b-a3b-thinking,A,A,C,D,other_distractor,Surprise,Technical
1az5r39,qwen/qwen3-vl-30b-a3b-thinking,C,C,D,C,literal,Comparison,politics
1hauo6q,qwen/qwen3-vl-30b-a3b-thinking,B,B,A,B,literal,Dark Humor,politics
1jtym4e,qwen/qwen3-vl-30b-a3b-thinking,A,A,A,D,correct,Dark Humor,politics
1l4x3e6,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,C,correct,Surprise,politics
1mahcad,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,C,other_distractor,Wordplay,General knowledge
1j0n4gg,qwen/qwen3-vl-30b-a3b-thinking,C,C,D,C,literal,Surprise,politics
1hbogj4,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Dark Humor,politics
1flb4nk,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Surprise,History/Mythology
1dhf9h2,qwen/qwen3-vl-30b-a3b-thinking,B,B,A,B,literal,Surprise,politics
1c01lei,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,A,other_distractor,Dark Humor,politics
1d7u657,qwen/qwen3-vl-30b-a3b-thinking,C,C,B,D,other_distractor,Sarcasm/Irony,politics
1dv83hh,qwen/qwen3-vl-30b-a3b-thinking,D,D,C,A,other_distractor,Dark Humor,politics
1cdufsh,qwen/qwen3-vl-30b-a3b-thinking,D,D,C,A,other_distractor,Sarcasm/Irony,politics
13ibrc1,qwen/qwen3-vl-30b-a3b-thinking,A,A,A,C,correct,Comparison,Logical
1m56k4v,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,D,correct,Surprise,Technical
1mbrsfx,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,B,literal,Surprise,meme
1lnme9d,qwen/qwen3-vl-30b-a3b-thinking,A,A,D,C,other_distractor,Surprise,History/Mythology
1lhnwl4,qwen/qwen3-vl-30b-a3b-thinking,B,B,A,B,literal,Incongruity,politics
1lcutci,qwen/qwen3-vl-30b-a3b-thinking,B,B,A,B,literal,Comparison,politics
1lmltqs,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,C,other_distractor,Surprise,meme
1lgqywl,qwen/qwen3-vl-30b-a3b-thinking,A,A,A,C,correct,Dark Humor,History/Mythology
1l8fck5,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,A,correct,Surprise,Logical
1if88s3,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,D,other_distractor,Wordplay,Technical
1jpn69p,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Comparison,Technical
1fs7uqa,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,D,correct,Surprise,politics
1k6qo63,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,B,literal,Comparison,Technical
1ku0frm,qwen/qwen3-vl-30b-a3b-thinking,C,C,D,B,other_distractor,Wordplay,Logical
1mj26iu,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,C,correct,Wordplay,Logical
1agsl73,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Wordplay,History/Mythology
1cqzlzh,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,A,correct,Sarcasm/Irony,History/Mythology
1m55hez,qwen/qwen3-vl-30b-a3b-thinking,B,B,A,C,other_distractor,Dark Humor,Logical
1arjiwr,qwen/qwen3-vl-30b-a3b-thinking,D,D,C,D,literal,Comparison,politics
1jny20o,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,B,correct,Sarcasm/Irony,Logical
1josjz1,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,D,correct,Wordplay,politics
1m83zvy,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,D,correct,Comparison,Hobby
1m3s0a4,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,B,literal,Sarcasm/Irony,History/Mythology
15vbd1p,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,C,correct,Dark Humor,Logical
1mhtv4z,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,B,correct,Dark Humor,Hobby
1mkomql,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,A,other_distractor,Sarcasm/Irony,meme
1narr2o,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,C,other_distractor,Sarcasm/Irony,Logical
1n0my5r,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,C,other_distractor,Surprise,Hobby
1k5a33w,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,A,correct,Sarcasm/Irony,meme
1k5wejp,qwen/qwen3-vl-30b-a3b-thinking,C,C,B,C,literal,Surprise,Hobby
1k4ukvi,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,B,correct,Sarcasm/Irony,General knowledge
1kehvhj,qwen/qwen3-vl-30b-a3b-thinking,D,D,A,C,other_distractor,Exaggeration,History/Mythology
1keqvzx,qwen/qwen3-vl-30b-a3b-thinking,B,B,D,B,literal,Dark Humor,Logical
1kpfg74,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,D,other_distractor,Sarcasm/Irony,History/Mythology
1kidi8e,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,A,correct,Sarcasm/Irony,Technical
1kjlggg,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,C,correct,Dark Humor,politics
1kqcllz,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,D,literal,Sarcasm/Irony,Logical
1jwjneb,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,D,correct,Comparison,Hobby
1kpua4s,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,D,correct,Surprise,Hobby
1l7z6gs,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,B,correct,Sarcasm/Irony,Social conventions
1asecwa,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,D,correct,Dark Humor,Technical
1i38yhn,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,A,literal,Situational,Hobby
1bpefe3,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,D,correct,Wordplay,Logical
1esw67r,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,C,literal,Wordplay,Logical
1fkmtz4,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,A,correct,Dark Humor,Technical
1c43fea,qwen/qwen3-vl-30b-a3b-thinking,D,D,B,A,other_distractor,Dark Humor,Hobby
1czson4,qwen/qwen3-vl-30b-a3b-thinking,B,B,C,B,literal,Sarcasm/Irony,Technical
1dcyo13,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,C,correct,Dark Humor,politics
1fvuj7k,qwen/qwen3-vl-30b-a3b-thinking,A,A,A,C,correct,Exaggeration,Hobby
1gtbssx,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,B,correct,Dark Humor,Hobby
1htm33y,qwen/qwen3-vl-30b-a3b-thinking,C,C,C,B,correct,Wordplay,Logical
1hw0vwf,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,C,literal,Wordplay,Logical
1kw5fto,qwen/qwen3-vl-30b-a3b-thinking,B,B,B,D,correct,Surprise,politics
1k9xaf4,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,D,other_distractor,Sarcasm/Irony,politics
1jmn6xg,qwen/qwen3-vl-30b-a3b-thinking,C,C,A,C,literal,Sarcasm/Irony,politics
1j5j7q8,qwen/qwen3-vl-30b-a3b-thinking,A,A,B,D,other_distractor,Sarcasm/Irony,politics
1itzxo7,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Sarcasm/Irony,History/Mythology
1ibyirm,qwen/qwen3-vl-30b-a3b-thinking,D,D,D,A,correct,Sarcasm/Irony,politics
1ijlh5e,qwen/qwen3-vl-30b-a3b-thinking,C,C,D,B,other_distractor,Situational,politics
1ih9bat,qwen/qwen3-vl-30b-a3b-thinking,A,A,D,A,literal,Sarcasm/Irony,Logical
