File,model,model_raw_answer,parsed_letter,correct_letter,literal_letter,status,humor_style,contextual_knowledge
1jh5toe,google/gemini-3.5-flash,D,D,D,A,correct,Exaggeration,Social conventions
1jjiqlq,google/gemini-3.5-flash,A,A,A,C,correct,Sarcasm/Irony,Social conventions
1k25b9s,google/gemini-3.5-flash,A,A,A,D,correct,Comparison,History/Mythology
1kgak2u,google/gemini-3.5-flash,C,C,C,D,correct,Comparison,Technical
1mbnnpw,google/gemini-3.5-flash,C,C,B,D,other_distractor,Surprise,General knowledge
17pg0fe,google/gemini-3.5-flash,D,D,D,B,correct,Exaggeration,Pop culture
1l8vajl,google/gemini-3.5-flash,C,C,C,B,correct,Comparison,Hobby
1c38j1b,google/gemini-3.5-flash,D,D,D,A,correct,Comparison,Logical
1bdho8z,google/gemini-3.5-flash,B,B,B,C,correct,Exaggeration,Social conventions
1naurrn,google/gemini-3.5-flash,A,A,D,B,other_distractor,Comparison,Technical
1mfr9vy,google/gemini-3.5-flash,B,B,B,C,correct,Situational,Social conventions
1m241pn,google/gemini-3.5-flash,B,B,B,D,correct,Dark Humor,Social conventions
1m9u48i,google/gemini-3.5-flash,C,C,D,B,other_distractor,Incongruity,Hobby
1m7b5bx,google/gemini-3.5-flash,B,B,B,A,correct,Surprise,politics
1lttuji,google/gemini-3.5-flash,D,D,D,A,correct,Incongruity,Pop culture
1ljrgbw,google/gemini-3.5-flash,D,D,D,A,correct,Surprise,Social conventions
1k6ds0q,google/gemini-3.5-flash,C,C,C,B,correct,Sarcasm/Irony,Social conventions
1bk0w4q,google/gemini-3.5-flash,C,C,C,A,correct,Surprise,politics
1heeibu,google/gemini-3.5-flash,A,A,A,D,correct,Incongruity,meme
1fvpb5q,google/gemini-3.5-flash,D,D,D,B,correct,Dark Humor,politics
184f4hh,google/gemini-3.5-flash,C,C,C,B,correct,Comparison,Hobby
1mzfdhh,google/gemini-3.5-flash,C,C,C,A,correct,Situational,Hobby
1l1hxof,google/gemini-3.5-flash,D,D,D,C,correct,Incongruity,Social conventions
1kjg3vh,google/gemini-3.5-flash,B,B,B,C,correct,Dark Humor,Logical
1k4lzxj,google/gemini-3.5-flash,C,C,C,B,correct,Sarcasm/Irony,politics
1j0w1z3,google/gemini-3.5-flash,B,B,B,A,correct,Comparison,meme
1irxw6j,google/gemini-3.5-flash,B,B,D,B,literal,Dark Humor,History/Mythology
1ird7yb,google/gemini-3.5-flash,B,B,C,A,other_distractor,Exaggeration,Hobby
169oqq5,google/gemini-3.5-flash,D,D,D,B,correct,Wordplay,General knowledge
1co29mb,google/gemini-3.5-flash,D,D,D,C,correct,Wordplay,Pop culture
19eokbq,google/gemini-3.5-flash,C,C,C,A,correct,Situational,General knowledge
1c3z5ld,google/gemini-3.5-flash,C,C,C,D,correct,Situational,Hobby
1dxonad,google/gemini-3.5-flash,B,B,B,C,correct,Wordplay,General knowledge
1cbcpxn,google/gemini-3.5-flash,D,D,D,C,correct,Situational,Hobby
194s3gh,google/gemini-3.5-flash,A,A,A,C,correct,Exaggeration,meme
1ipozgr,google/gemini-3.5-flash,D,D,D,B,correct,Situational,General knowledge
1n7s8ht,google/gemini-3.5-flash,D,D,D,A,correct,Exaggeration,History/Mythology
1bvyaep,google/gemini-3.5-flash,A,A,A,C,correct,Surprise,History/Mythology
1587f2g,google/gemini-3.5-flash,A,A,A,D,correct,Exaggeration,Technical
177cl97,google/gemini-3.5-flash,D,D,D,A,correct,Situational,Technical
1jhyaz4,google/gemini-3.5-flash,C,C,C,B,correct,Exaggeration,General knowledge
1fssuxj,google/gemini-3.5-flash,C,C,A,C,literal,Wordplay,Logical
1fwc8sk,google/gemini-3.5-flash,B,B,B,A,correct,Situational,Pop culture
195f4ld,google/gemini-3.5-flash,A,A,A,C,correct,Surprise,meme
1key5qt,google/gemini-3.5-flash,C,C,B,C,literal,Incongruity,Pop culture
1jzigfy,google/gemini-3.5-flash,D,D,D,C,correct,Sarcasm/Irony,General knowledge
192wp5d,google/gemini-3.5-flash,C,C,C,D,correct,Incongruity,Social conventions
1hql3cv,google/gemini-3.5-flash,D,D,D,A,correct,Wordplay,General knowledge
1mluk7a,google/gemini-3.5-flash,A,A,A,B,correct,Dark Humor,History/Mythology
1mpg380,google/gemini-3.5-flash,B,B,B,A,correct,Situational,Hobby
1eexgq9,google/gemini-3.5-flash,C,C,C,D,correct,Dark Humor,History/Mythology
1cs870m,google/gemini-3.5-flash,B,B,B,A,correct,Wordplay,General knowledge
1g1cv45,google/gemini-3.5-flash,B,B,B,UNKNOWN,correct,Comparison,meme
1g2ofgo,google/gemini-3.5-flash,A,A,A,D,correct,Situational,History/Mythology
1jzu8un,google/gemini-3.5-flash,C,C,C,B,correct,Surprise,Technical
1gvvhs3,google/gemini-3.5-flash,A,A,A,B,correct,Wordplay,Social conventions
1l22d3q,google/gemini-3.5-flash,C,C,C,B,correct,Sarcasm/Irony,Pop culture
1j289je,google/gemini-3.5-flash,D,D,D,C,correct,Incongruity,General knowledge
1ga3uxo,google/gemini-3.5-flash,A,A,A,D,correct,Surprise,Technical
1l99mtp,google/gemini-3.5-flash,D,D,A,D,literal,Situational,Technical
1hjwowy,google/gemini-3.5-flash,C,C,D,C,literal,Exaggeration,Social conventions
1ii3g3t,google/gemini-3.5-flash,D,D,D,A,correct,Dark Humor,History/Mythology
1h7ih54,google/gemini-3.5-flash,B,B,B,A,correct,Comparison,Pop culture
1eglfe7,google/gemini-3.5-flash,C,C,A,B,other_distractor,Surprise,Technical
1jdq5gi,google/gemini-3.5-flash,C,C,C,UNKNOWN,correct,Wordplay,Social conventions
1jykoxc,google/gemini-3.5-flash,B,B,B,D,correct,Wordplay,General knowledge
1il72ww,google/gemini-3.5-flash,B,B,B,C,correct,Sarcasm/Irony,Social conventions
1g3admg,google/gemini-3.5-flash,C,C,B,A,other_distractor,Situational,meme
1kpj6mq,google/gemini-3.5-flash,A,A,A,B,correct,Comparison,Pop culture
1gp140e,google/gemini-3.5-flash,D,D,D,A,correct,Surprise,meme
1it3ezt,google/gemini-3.5-flash,A,A,A,D,correct,Wordplay,Technical
1ceuuuh,google/gemini-3.5-flash,A,A,A,C,correct,Sarcasm/Irony,politics
1bk5jkq,google/gemini-3.5-flash,C,C,C,D,correct,Surprise,Technical
1az5r39,google/gemini-3.5-flash,D,D,D,C,correct,Comparison,politics
1hauo6q,google/gemini-3.5-flash,A,A,A,B,correct,Dark Humor,politics
1jtym4e,google/gemini-3.5-flash,A,A,A,D,correct,Dark Humor,politics
1l4x3e6,google/gemini-3.5-flash,A,A,B,C,other_distractor,Surprise,politics
1mahcad,google/gemini-3.5-flash,B,B,B,C,correct,Wordplay,General knowledge
1j0n4gg,google/gemini-3.5-flash,D,D,D,C,correct,Surprise,politics
1hbogj4,google/gemini-3.5-flash,D,D,D,A,correct,Dark Humor,politics
1flb4nk,google/gemini-3.5-flash,D,D,D,A,correct,Surprise,History/Mythology
1dhf9h2,google/gemini-3.5-flash,A,A,A,B,correct,Surprise,politics
1c01lei,google/gemini-3.5-flash,A,A,B,A,literal,Dark Humor,politics
1d7u657,google/gemini-3.5-flash,B,B,B,D,correct,Sarcasm/Irony,politics
1dv83hh,google/gemini-3.5-flash,C,C,C,A,correct,Dark Humor,politics
1cdufsh,google/gemini-3.5-flash,C,C,C,A,correct,Sarcasm/Irony,politics
13ibrc1,google/gemini-3.5-flash,A,A,A,C,correct,Comparison,Logical
1m56k4v,google/gemini-3.5-flash,A,A,B,D,other_distractor,Surprise,Technical
1mbrsfx,google/gemini-3.5-flash,C,C,C,B,correct,Surprise,meme
1lnme9d,google/gemini-3.5-flash,A,A,D,C,other_distractor,Surprise,History/Mythology
1lhnwl4,google/gemini-3.5-flash,A,A,A,B,correct,Incongruity,politics
1lcutci,google/gemini-3.5-flash,A,A,A,B,correct,Comparison,politics
1lmltqs,google/gemini-3.5-flash,D,D,A,C,other_distractor,Surprise,meme
1lgqywl,google/gemini-3.5-flash,A,A,A,C,correct,Dark Humor,History/Mythology
1l8fck5,google/gemini-3.5-flash,C,C,C,A,correct,Surprise,Logical
1if88s3,google/gemini-3.5-flash,C,C,C,D,correct,Wordplay,Technical
1jpn69p,google/gemini-3.5-flash,D,D,D,A,correct,Comparison,Technical
1fs7uqa,google/gemini-3.5-flash,C,C,C,D,correct,Surprise,politics
1k6qo63,google/gemini-3.5-flash,C,C,C,B,correct,Comparison,Technical
1ku0frm,google/gemini-3.5-flash,D,D,D,B,correct,Wordplay,Logical
1mj26iu,google/gemini-3.5-flash,D,D,D,C,correct,Wordplay,Logical
1agsl73,google/gemini-3.5-flash,D,D,D,A,correct,Wordplay,History/Mythology
1cqzlzh,google/gemini-3.5-flash,C,C,C,A,correct,Sarcasm/Irony,History/Mythology
1m55hez,google/gemini-3.5-flash,A,A,A,C,correct,Dark Humor,Logical
1arjiwr,google/gemini-3.5-flash,C,C,C,D,correct,Comparison,politics
1jny20o,google/gemini-3.5-flash,D,D,D,B,correct,Sarcasm/Irony,Logical
1josjz1,google/gemini-3.5-flash,C,C,C,D,correct,Wordplay,politics
1m83zvy,google/gemini-3.5-flash,B,B,B,D,correct,Comparison,Hobby
1m3s0a4,google/gemini-3.5-flash,C,C,C,B,correct,Sarcasm/Irony,History/Mythology
15vbd1p,google/gemini-3.5-flash,D,D,D,C,correct,Dark Humor,Logical
1mhtv4z,google/gemini-3.5-flash,C,C,C,B,correct,Dark Humor,Hobby
1mkomql,google/gemini-3.5-flash,B,B,B,A,correct,Sarcasm/Irony,meme
1narr2o,google/gemini-3.5-flash,D,D,B,C,other_distractor,Sarcasm/Irony,Logical
1n0my5r,google/gemini-3.5-flash,A,A,A,C,correct,Surprise,Hobby
1k5a33w,google/gemini-3.5-flash,B,B,B,A,correct,Sarcasm/Irony,meme
1k5wejp,google/gemini-3.5-flash,B,B,B,C,correct,Surprise,Hobby
1k4ukvi,google/gemini-3.5-flash,D,D,D,B,correct,Sarcasm/Irony,General knowledge
1kehvhj,google/gemini-3.5-flash,A,A,A,C,correct,Exaggeration,History/Mythology
1keqvzx,google/gemini-3.5-flash,D,D,D,B,correct,Dark Humor,Logical
1kpfg74,google/gemini-3.5-flash,B,B,C,D,other_distractor,Sarcasm/Irony,History/Mythology
1kidi8e,google/gemini-3.5-flash,B,B,B,A,correct,Sarcasm/Irony,Technical
1kjlggg,google/gemini-3.5-flash,B,B,B,C,correct,Dark Humor,politics
1kqcllz,google/gemini-3.5-flash,C,C,B,D,other_distractor,Sarcasm/Irony,Logical
1jwjneb,google/gemini-3.5-flash,C,C,C,D,correct,Comparison,Hobby
1kpua4s,google/gemini-3.5-flash,C,C,C,D,correct,Surprise,Hobby
1l7z6gs,google/gemini-3.5-flash,C,C,C,B,correct,Sarcasm/Irony,Social conventions
1asecwa,google/gemini-3.5-flash,C,C,C,D,correct,Dark Humor,Technical
1i38yhn,google/gemini-3.5-flash,B,B,B,A,correct,Situational,Hobby
1bpefe3,google/gemini-3.5-flash,C,C,C,D,correct,Wordplay,Logical
1esw67r,google/gemini-3.5-flash,A,A,A,C,correct,Wordplay,Logical
1fkmtz4,google/gemini-3.5-flash,B,B,B,A,correct,Dark Humor,Technical
1c43fea,google/gemini-3.5-flash,A,A,B,A,literal,Dark Humor,Hobby
1czson4,google/gemini-3.5-flash,C,C,C,B,correct,Sarcasm/Irony,Technical
1dcyo13,google/gemini-3.5-flash,D,D,D,C,correct,Dark Humor,politics
1fvuj7k,google/gemini-3.5-flash,A,A,A,C,correct,Exaggeration,Hobby
1gtbssx,google/gemini-3.5-flash,C,C,C,B,correct,Dark Humor,Hobby
1htm33y,google/gemini-3.5-flash,A,A,C,B,other_distractor,Wordplay,Logical
1hw0vwf,google/gemini-3.5-flash,C,C,A,C,literal,Wordplay,Logical
1kw5fto,google/gemini-3.5-flash,B,B,B,D,correct,Surprise,politics
1k9xaf4,google/gemini-3.5-flash,B,B,A,D,other_distractor,Sarcasm/Irony,politics
1jmn6xg,google/gemini-3.5-flash,A,A,A,C,correct,Sarcasm/Irony,politics
1j5j7q8,google/gemini-3.5-flash,B,B,B,D,correct,Sarcasm/Irony,politics
1itzxo7,google/gemini-3.5-flash,D,D,D,A,correct,Sarcasm/Irony,History/Mythology
1ibyirm,google/gemini-3.5-flash,A,A,D,A,literal,Sarcasm/Irony,politics
1ijlh5e,google/gemini-3.5-flash,B,B,D,B,literal,Situational,politics
1ih9bat,google/gemini-3.5-flash,D,D,D,A,correct,Sarcasm/Irony,Logical
1j1lc01,google/gemini-3.5-flash,C,C,C,B,correct,Surprise,Hobby
1j9svdf,google/gemini-3.5-flash,B,B,C,D,other_distractor,Dark Humor,History/Mythology
1jwvcno,google/gemini-3.5-flash,C,C,C,B,correct,Dark Humor,History/Mythology
1kxar4d,google/gemini-3.5-flash,B,B,B,C,correct,Dark Humor,politics
1m0b8uv,google/gemini-3.5-flash,A,A,C,D,other_distractor,Incongruity,politics
19994ey,google/gemini-3.5-flash,C,C,C,D,correct,Exaggeration,politics
18dba0l,google/gemini-3.5-flash,D,D,D,C,correct,Wordplay,Hobby
1lppcyj,google/gemini-3.5-flash,B,B,B,A,correct,Situational,General knowledge
1h066h6,google/gemini-3.5-flash,D,D,D,C,correct,Situational,Technical
1kjzy1y,google/gemini-3.5-flash,A,A,A,C,correct,Wordplay,General knowledge
1c341d5,google/gemini-3.5-flash,B,B,C,A,other_distractor,Exaggeration,General knowledge
17930bw,google/gemini-3.5-flash,A,A,A,B,correct,Wordplay,General knowledge
1lfe3gp,google/gemini-3.5-flash,C,C,C,D,correct,Exaggeration,politics
19dbf08,google/gemini-3.5-flash,A,A,A,D,correct,Sarcasm/Irony,History/Mythology
1ly2yui,google/gemini-3.5-flash,C,C,C,B,correct,Incongruity,Technical
1bnyn39,google/gemini-3.5-flash,A,A,A,C,correct,Sarcasm/Irony,Pop culture
1jczpuc,google/gemini-3.5-flash,D,D,D,C,correct,Sarcasm/Irony,Hobby
1hy2gti,google/gemini-3.5-flash,A,A,A,B,correct,Situational,Hobby
1h53lb4,google/gemini-3.5-flash,D,D,D,A,correct,Dark Humor,meme
1joifiq,google/gemini-3.5-flash,D,D,D,B,correct,Surprise,Technical
1iad95m,google/gemini-3.5-flash,D,D,D,A,correct,Exaggeration,Pop culture
1aekqdo,google/gemini-3.5-flash,B,B,B,A,correct,Sarcasm/Irony,History/Mythology
1n2ae1w,google/gemini-3.5-flash,D,D,D,C,correct,Exaggeration,politics
198awkk,google/gemini-3.5-flash,A,A,A,B,correct,Wordplay,General knowledge
1l5rutv,google/gemini-3.5-flash,A,A,A,C,correct,Surprise,Social conventions
1b2nrx4,google/gemini-3.5-flash,C,C,C,A,correct,Exaggeration,Social conventions
1kfy8l5,google/gemini-3.5-flash,B,B,D,A,other_distractor,Incongruity,politics
1kvenyk,google/gemini-3.5-flash,A,A,A,C,correct,Sarcasm/Irony,History/Mythology
1j6onpg,google/gemini-3.5-flash,C,C,B,A,other_distractor,Incongruity,Social conventions
1j3kbpk,google/gemini-3.5-flash,C,C,B,A,other_distractor,Dark Humor,General knowledge
180j85r,google/gemini-3.5-flash,A,A,C,D,other_distractor,Dark Humor,Technical
1c8be16,google/gemini-3.5-flash,C,C,B,D,other_distractor,Surprise,History/Mythology
14ys2z4,google/gemini-3.5-flash,D,D,D,B,correct,Situational,politics
1kbjn4z,google/gemini-3.5-flash,B,B,B,D,correct,Dark Humor,Pop culture
1jjo04h,google/gemini-3.5-flash,C,C,C,D,correct,Incongruity,meme
1lofpc4,google/gemini-3.5-flash,A,A,D,B,other_distractor,Incongruity,meme
1cj9j9z,google/gemini-3.5-flash,C,C,C,B,correct,Sarcasm/Irony,History/Mythology
1lejj62,google/gemini-3.5-flash,A,A,C,D,other_distractor,Exaggeration,Pop culture
1cb769r,google/gemini-3.5-flash,B,B,B,C,correct,Sarcasm/Irony,Hobby
15aafk0,google/gemini-3.5-flash,A,A,A,C,correct,Sarcasm/Irony,Pop culture
17aswoo,google/gemini-3.5-flash,A,A,A,D,correct,Incongruity,meme
1lh0gn3,google/gemini-3.5-flash,B,B,A,D,other_distractor,Sarcasm/Irony,meme
1h779tg,google/gemini-3.5-flash,A,A,A,C,correct,Comparison,Pop culture
1ftatdh,google/gemini-3.5-flash,B,B,B,D,correct,Exaggeration,History/Mythology
1hwftqw,google/gemini-3.5-flash,B,B,B,A,correct,Dark Humor,meme
186tj6c,google/gemini-3.5-flash,B,B,A,C,other_distractor,Wordplay,Technical
1hqjjs0,google/gemini-3.5-flash,A,A,A,B,correct,Surprise,Pop culture
1mwbbsw,google/gemini-3.5-flash,D,D,A,C,other_distractor,Wordplay,Logical
1h03n16,google/gemini-3.5-flash,A,A,A,D,correct,Incongruity,Technical
1b5u72j,google/gemini-3.5-flash,C,C,C,D,correct,Exaggeration,meme
1kdp49k,google/gemini-3.5-flash,D,D,D,B,correct,Incongruity,Social conventions
1kyy4wf,google/gemini-3.5-flash,B,B,B,A,correct,Incongruity,politics
1j5stzi,google/gemini-3.5-flash,D,D,D,A,correct,Incongruity,meme
1n8xv5g,google/gemini-3.5-flash,A,A,A,D,correct,Surprise,politics
1gmxl68,google/gemini-3.5-flash,B,B,B,C,correct,Exaggeration,General knowledge
1iu9i31,google/gemini-3.5-flash,C,C,C,A,correct,Dark Humor,meme
1ftdy3c,google/gemini-3.5-flash,D,D,D,B,correct,Surprise,Logical
1lt2euq,google/gemini-3.5-flash,D,D,D,A,correct,Exaggeration,Pop culture
1gp5i8t,google/gemini-3.5-flash,D,D,D,A,correct,Exaggeration,General knowledge
1j6bl5f,google/gemini-3.5-flash,A,A,D,A,literal,Comparison,Hobby
1iz5ool,google/gemini-3.5-flash,A,A,A,C,correct,Dark Humor,politics
1kfloer,google/gemini-3.5-flash,A,A,D,A,literal,Surprise,Logical
1l3sh3k,google/gemini-3.5-flash,B,B,B,A,correct,Situational,Pop culture
